"maille_code";"sexe";"date";"hospitalises";"reanimation";"gueris";"deces"
"27";"0";"2020-11-05";163;9;456;129
"28";"0";"2020-11-05";211;16;786;168
"29";"0";"2020-11-05";91;28;307;62
"2A";"0";"2020-11-05";57;10;200;59
"2B";"0";"2020-11-05";36;6;164;27
"30";"0";"2020-11-05";365;81;720;173
"31";"0";"2020-11-05";372;96;1612;177
"32";"0";"2020-11-05";37;4;116;39
"33";"0";"2020-11-05";321;68;1745;273
"34";"0";"2020-11-05";410;83;1443;275
"35";"0";"2020-11-05";270;34;807;138
"36";"0";"2020-11-05";49;6;243;85
"37";"0";"2020-11-05";107;26;577;125
"38";"0";"2020-11-05";943;124;1717;366
"39";"0";"2020-11-05";199;8;455;87
"40";"0";"2020-11-05";60;13;166;28
"41";"0";"2020-11-05";69;6;421;89
"42";"0";"2020-11-05";902;94;1760;458
"43";"0";"2020-11-05";192;14;262;44
"44";"0";"2020-11-05";303;35;1096;236
"45";"0";"2020-11-05";222;67;894;139
"46";"0";"2020-11-05";27;7;89;25
"47";"0";"2020-11-05";59;9;171;26
"48";"0";"2020-11-05";53;5;62;21
"49";"0";"2020-11-05";248;58;1023;209
"50";"0";"2020-11-05";128;13;274;73
"51";"0";"2020-11-05";167;26;1267;310
"52";"0";"2020-11-05";80;5;318;102
"53";"0";"2020-11-05";85;9;324;63
"54";"0";"2020-11-05";251;34;1532;407
"55";"0";"2020-11-05";42;6;559;118
"56";"0";"2020-11-05";156;22;606;129
"57";"0";"2020-11-05";254;43;2953;927
"58";"0";"2020-11-05";59;9;152;35
"59";"0";"2020-11-05";1554;267;4633;1083
"60";"0";"2020-11-05";272;42;1547;478
"61";"0";"2020-11-05";86;9;352;58
"62";"0";"2020-11-05";602;94;2177;453
"63";"0";"2020-11-05";328;42;552;122
"64";"0";"2020-11-05";301;27;466;77
"65";"0";"2020-11-05";99;12;225;39
"66";"0";"2020-11-05";101;25;411;80
"67";"0";"2020-11-05";404;43;3104;752
"68";"0";"2020-11-05";169;25;3381;858
"69";"0";"2020-11-05";1680;261;5356;1056
"70";"0";"2020-11-05";77;10;349;94
"71";"0";"2020-11-05";342;32;1235;313
"72";"0";"2020-11-05";162;12;656;115
"73";"0";"2020-11-05";401;31;735;171
"74";"0";"2020-11-05";492;52;1371;255
"75";"0";"2020-11-05";1358;270;8621;2153
"76";"0";"2020-11-05";617;74;1470;341
"77";"0";"2020-11-05";555;112;3682;848
"78";"0";"2020-11-05";647;73;3316;684
"79";"0";"2020-11-05";57;7;116;36
"80";"0";"2020-11-05";198;30;933;280
"81";"0";"2020-11-05";134;21;253;59
"82";"0";"2020-11-05";109;21;185;36
"83";"0";"2020-11-05";378;54;1549;240
"84";"0";"2020-11-05";435;37;697;164
"85";"0";"2020-11-05";71;14;407;53
"86";"0";"2020-11-05";108;8;240;62
"87";"0";"2020-11-05";136;9;255;64
"88";"0";"2020-11-05";141;12;850;286
"89";"0";"2020-11-05";140;15;533;103
"90";"0";"2020-11-05";78;14;634;216
"91";"0";"2020-11-05";626;102;3755;763
"92";"0";"2020-11-05";833;165;6611;1289
"93";"0";"2020-11-05";826;112;5822;1227
"94";"0";"2020-11-05";923;139;6071;1456
"95";"0";"2020-11-05";535;61;3834;910
"971";"0";"2020-11-05";140;18;623;146
"972";"0";"2020-11-05";76;18;219;35
"973";"0";"2020-11-05";19;1;1816;66
"974";"0";"2020-11-05";70;13;512;33
"976";"0";"2020-11-05";12;4;487;31
"01";"0";"2020-11-06";403;37;756;173
"02";"0";"2020-11-06";207;30;1368;335
"03";"0";"2020-11-06";226;21;435;102
"04";"0";"2020-11-06";100;9;224;25
"05";"0";"2020-11-06";163;24;246;43
"06";"0";"2020-11-06";376;62;1554;288
"07";"0";"2020-11-06";210;16;598;174
"08";"0";"2020-11-06";72;13;291;79
"09";"0";"2020-11-06";41;7;75;9
"10";"0";"2020-11-06";106;10;769;159
"11";"0";"2020-11-06";80;9;335;86
"12";"0";"2020-11-06";109;12;256;56
"13";"0";"2020-11-06";1507;274;7391;1069
"14";"0";"2020-11-06";235;47;600;131
"15";"0";"2020-11-06";60;11;118;25
"16";"0";"2020-11-06";22;6;101;20
"17";"0";"2020-11-06";112;20;243;69
"18";"0";"2020-11-06";148;9;312;136
"19";"0";"2020-11-06";72;10;242;58
"21";"0";"2020-11-06";285;61;1201;299
"22";"0";"2020-11-06";73;5;325;55
"23";"0";"2020-11-06";62;13;133;24
"24";"0";"2020-11-06";75;14;152;22
"25";"0";"2020-11-06";120;30;764;162
"26";"0";"2020-11-06";348;45;796;202
"27";"0";"2020-11-06";176;10;458;132
"28";"0";"2020-11-06";221;19;800;169
"29";"0";"2020-11-06";97;28;309;63
"2A";"0";"2020-11-06";57;10;203;60
"2B";"0";"2020-11-06";39;7;166;27
"30";"0";"2020-11-06";358;80;749;179
"31";"0";"2020-11-06";396;93;1642;181
"32";"0";"2020-11-06";32;4;121;42
"33";"0";"2020-11-06";330;66;1765;276
"34";"0";"2020-11-06";427;85;1483;279
"35";"0";"2020-11-06";273;30;833;140
"36";"0";"2020-11-06";49;7;244;85
"37";"0";"2020-11-06";116;27;588;125
"38";"0";"2020-11-06";961;126;1790;378
"39";"0";"2020-11-06";189;9;476;90
"40";"0";"2020-11-06";58;14;171;28
"41";"0";"2020-11-06";76;6;424;90
"42";"0";"2020-11-06";907;95;1830;477
"43";"0";"2020-11-06";193;12;275;45
"44";"0";"2020-11-06";303;42;1126;237
"45";"0";"2020-11-06";227;69;902;142
"46";"0";"2020-11-06";23;6;91;26
"47";"0";"2020-11-06";66;13;173;26
"48";"0";"2020-11-06";50;5;69;22
"49";"0";"2020-11-06";241;59;1047;216
"50";"0";"2020-11-06";126;10;281;77
"51";"0";"2020-11-06";169;27;1284;311
"52";"0";"2020-11-06";80;7;325;102
"53";"0";"2020-11-06";86;10;334;64
"54";"0";"2020-11-06";261;36;1547;406
"55";"0";"2020-11-06";36;5;564;120
"56";"0";"2020-11-06";164;21;613;131
"57";"0";"2020-11-06";263;46;2977;932
"58";"0";"2020-11-06";65;8;154;35
"59";"0";"2020-11-06";1581;274;4760;1119
"60";"0";"2020-11-06";266;43;1561;481
"61";"0";"2020-11-06";92;9;360;59
"62";"0";"2020-11-06";621;95;2215;464
"63";"0";"2020-11-06";328;39;587;125
"64";"0";"2020-11-06";315;28;479;77
"65";"0";"2020-11-06";97;13;232;43
"66";"0";"2020-11-06";102;22;414;84
"67";"0";"2020-11-06";435;55;3123;755
"68";"0";"2020-11-06";168;27;3399;857
"69";"0";"2020-11-06";1723;256;5488;1077
"70";"0";"2020-11-06";84;11;357;98
"71";"0";"2020-11-06";373;33;1262;323
"72";"0";"2020-11-06";167;15;669;115
"73";"0";"2020-11-06";405;36;770;178
"74";"0";"2020-11-06";538;54;1412;263
"75";"0";"2020-11-06";1322;275;8739;2172
"76";"0";"2020-11-06";626;78;1511;351
"77";"0";"2020-11-06";548;111;3713;856
"78";"0";"2020-11-06";676;72;3353;699
"79";"0";"2020-11-06";61;7;119;36
"80";"0";"2020-11-06";201;36;940;286
"81";"0";"2020-11-06";139;19;255;60
"82";"0";"2020-11-06";108;21;189;40
"83";"0";"2020-11-06";401;58;1570;246
"84";"0";"2020-11-06";450;37;721;169
"85";"0";"2020-11-06";84;15;411;53
"86";"0";"2020-11-06";127;10;257;71
"87";"0";"2020-11-06";137;9;262;64
"88";"0";"2020-11-06";145;12;857;288
"89";"0";"2020-11-06";147;15;543;106
"90";"0";"2020-11-06";102;19;640;216
"91";"0";"2020-11-06";620;107;3813;764
"92";"0";"2020-11-06";854;165;6656;1296
"93";"0";"2020-11-06";811;114;5897;1230
"94";"0";"2020-11-06";919;129;6123;1466
"95";"0";"2020-11-06";534;61;3869;917
"971";"0";"2020-11-06";137;19;631;146
"972";"0";"2020-11-06";80;18;221;36
"973";"0";"2020-11-06";18;0;1819;66
"974";"0";"2020-11-06";72;14;514;34
"976";"0";"2020-11-06";14;3;488;32
"01";"0";"2020-11-07";380;34;791;177
"02";"0";"2020-11-07";206;30;1381;336
"03";"0";"2020-11-07";231;22;446;106
"04";"0";"2020-11-07";103;12;231;26
"05";"0";"2020-11-07";165;24;261;44
"06";"0";"2020-11-07";393;63;1576;292
"07";"0";"2020-11-07";210;17;606;176
"08";"0";"2020-11-07";80;13;295;80
"09";"0";"2020-11-07";39;7;77;9
"10";"0";"2020-11-07";103;11;774;162
"11";"0";"2020-11-07";81;8;342;86
"12";"0";"2020-11-07";109;11;260;58
"13";"0";"2020-11-07";1558;286;7474;1087
"14";"0";"2020-11-07";233;49;618;133
"15";"0";"2020-11-07";63;14;122;25
"16";"0";"2020-11-07";24;7;101;20
"17";"0";"2020-11-07";111;19;254;69
"18";"0";"2020-11-07";158;10;323;138
"19";"0";"2020-11-07";77;9;243;60
"21";"0";"2020-11-07";292;60;1224;304
"22";"0";"2020-11-07";78;8;331;56
"23";"0";"2020-11-07";70;13;134;25
"24";"0";"2020-11-07";80;14;154;22
"25";"0";"2020-11-07";115;29;769;163
"26";"0";"2020-11-07";360;49;814;207
"27";"0";"2020-11-07";176;10;460;132
"28";"0";"2020-11-07";216;20;816;169
"29";"0";"2020-11-07";93;29;315;64
"2A";"0";"2020-11-07";57;10;203;60
"2B";"0";"2020-11-07";35;6;172;27
"30";"0";"2020-11-07";342;77;776;185
"31";"0";"2020-11-07";404;100;1664;184
"32";"0";"2020-11-07";31;5;127;41
"33";"0";"2020-11-07";318;68;1790;280
"34";"0";"2020-11-07";435;89;1507;283
"35";"0";"2020-11-07";272;34;849;140
"36";"0";"2020-11-07";50;9;251;86
"37";"0";"2020-11-07";113;28;596;127
"38";"0";"2020-11-07";970;124;1851;387
"39";"0";"2020-11-07";191;9;492;90
"40";"0";"2020-11-07";60;14;173;28
"41";"0";"2020-11-07";79;7;429;91
"42";"0";"2020-11-07";896;95;1871;487
"43";"0";"2020-11-07";208;12;283;48
"44";"0";"2020-11-07";326;41;1140;241
"45";"0";"2020-11-07";234;70;913;142
"46";"0";"2020-11-07";23;4;92;26
"47";"0";"2020-11-07";63;13;180;27
"48";"0";"2020-11-07";52;5;71;22
"49";"0";"2020-11-07";245;60;1061;217
"50";"0";"2020-11-07";126;10;283;79
"51";"0";"2020-11-07";171;27;1293;312
"52";"0";"2020-11-07";89;6;330;106
"53";"0";"2020-11-07";86;12;339;65
"54";"0";"2020-11-07";269;44;1564;408
"55";"0";"2020-11-07";37;5;568;120
"56";"0";"2020-11-07";172;22;627;132
"57";"0";"2020-11-07";288;45;2988;934
"58";"0";"2020-11-07";65;9;158;36
"59";"0";"2020-11-07";1554;278;4864;1144
"60";"0";"2020-11-07";260;43;1583;484
"61";"0";"2020-11-07";96;10;365;61
"62";"0";"2020-11-07";663;101;2252;477
"63";"0";"2020-11-07";342;42;597;126
"64";"0";"2020-11-07";327;27;493;78
"65";"0";"2020-11-07";104;12;237;43
"66";"0";"2020-11-07";115;21;423;86
"67";"0";"2020-11-07";425;53;3162;760
"68";"0";"2020-11-07";183;29;3404;858
"69";"0";"2020-11-07";1766;270;5569;1085
"70";"0";"2020-11-07";86;12;366;98
"71";"0";"2020-11-07";395;39;1284;324
"72";"0";"2020-11-07";177;16;673;119
"73";"0";"2020-11-07";391;41;794;187
"74";"0";"2020-11-07";568;60;1447;275
"75";"0";"2020-11-07";1358;291;8794;2188
"76";"0";"2020-11-07";626;79;1523;359
"77";"0";"2020-11-07";545;108;3754;864
"78";"0";"2020-11-07";679;69;3381;702
"79";"0";"2020-11-07";69;8;121;36
"80";"0";"2020-11-07";203;36;942;286
"81";"0";"2020-11-07";136;17;268;61
"82";"0";"2020-11-07";104;20;200;42
"83";"0";"2020-11-07";420;57;1587;251
"84";"0";"2020-11-07";452;39;746;174
"85";"0";"2020-11-07";81;17;418;53
"86";"0";"2020-11-07";133;12;265;74
"87";"0";"2020-11-07";143;9;264;64
"88";"0";"2020-11-07";148;14;868;291
"89";"0";"2020-11-07";149;16;560;106
"90";"0";"2020-11-07";97;18;648;217
"91";"0";"2020-11-07";628;105;3839;772
"92";"0";"2020-11-07";856;159;6691;1304
"93";"0";"2020-11-07";830;111;5921;1239
"94";"0";"2020-11-07";940;129;6156;1471
"95";"0";"2020-11-07";521;58;3922;924
"971";"0";"2020-11-07";130;16;640;148
"972";"0";"2020-11-07";77;14;228;36
"973";"0";"2020-11-07";19;0;1819;66
"974";"0";"2020-11-07";75;15;518;34
"976";"0";"2020-11-07";14;1;488;32
"01";"0";"2020-11-08";385;34;796;178
"02";"0";"2020-11-08";216;33;1385;337
"03";"0";"2020-11-08";233;22;457;108
"04";"0";"2020-11-08";104;12;232;28
"05";"0";"2020-11-08";169;24;265;45
"06";"0";"2020-11-08";409;64;1587;293
"07";"0";"2020-11-08";216;17;615;182
"08";"0";"2020-11-08";81;13;299;81
"09";"0";"2020-11-08";42;7;77;9
"10";"0";"2020-11-08";108;11;783;165
"11";"0";"2020-11-08";83;7;343;86
"12";"0";"2020-11-08";110;11;266;61
"13";"0";"2020-11-08";1610;300;7526;1097
"14";"0";"2020-11-08";240;51;624;134
"15";"0";"2020-11-08";63;14;122;25
"16";"0";"2020-11-08";28;8;101;20
"17";"0";"2020-11-08";114;19;256;69
"18";"0";"2020-11-08";159;11;327;140
"19";"0";"2020-11-08";79;8;244;62
"21";"0";"2020-11-08";302;63;1227;312
"22";"0";"2020-11-08";79;8;331;58
"23";"0";"2020-11-08";77;13;134;25
"24";"0";"2020-11-08";91;15;154;22
"25";"0";"2020-11-08";142;42;775;167
"26";"0";"2020-11-08";365;51;823;210
"27";"0";"2020-11-08";187;10;469;133
"28";"0";"2020-11-08";223;19;818;171
"29";"0";"2020-11-08";104;30;317;64
"2A";"0";"2020-11-08";54;9;207;61
"2B";"0";"2020-11-08";36;6;173;28
"30";"0";"2020-11-08";343;74;781;188
"31";"0";"2020-11-08";407;99;1679;185
"32";"0";"2020-11-08";31;5;127;41
"33";"0";"2020-11-08";325;73;1794;283
"34";"0";"2020-11-08";446;96;1515;286
"35";"0";"2020-11-08";269;34;867;145
"36";"0";"2020-11-08";51;9;251;86
"37";"0";"2020-11-08";117;31;598;128
"38";"0";"2020-11-08";992;127;1868;398
"39";"0";"2020-11-08";191;8;492;90
"40";"0";"2020-11-08";57;13;175;30
"41";"0";"2020-11-08";90;7;430;92
"42";"0";"2020-11-08";913;100;1894;494
"43";"0";"2020-11-08";217;17;290;51
"44";"0";"2020-11-08";330;41;1147;244
"45";"0";"2020-11-08";232;66;916;145
"46";"0";"2020-11-08";25;4;92;26
"47";"0";"2020-11-08";68;12;182;27
"48";"0";"2020-11-08";56;5;72;25
"49";"0";"2020-11-08";253;57;1062;222
"50";"0";"2020-11-08";131;13;286;80
"51";"0";"2020-11-08";173;27;1301;312
"52";"0";"2020-11-08";90;5;330;108
"53";"0";"2020-11-08";91;12;341;66
"54";"0";"2020-11-08";277;47;1573;413
"55";"0";"2020-11-08";38;5;568;120
"56";"0";"2020-11-08";175;19;630;134
"57";"0";"2020-11-08";299;46;2989;937
"58";"0";"2020-11-08";66;9;161;37
"59";"0";"2020-11-08";1599;282;4903;1162
"60";"0";"2020-11-08";267;43;1584;485
"61";"0";"2020-11-08";99;11;369;61
"62";"0";"2020-11-08";670;100;2258;486
"63";"0";"2020-11-08";356;43;600;128
"64";"0";"2020-11-08";337;25;501;79
"65";"0";"2020-11-08";112;13;237;45
"66";"0";"2020-11-08";118;24;423;87
"67";"0";"2020-11-08";447;52;3165;760
"68";"0";"2020-11-08";184;33;3416;860
"69";"0";"2020-11-08";1815;275;5617;1098
"70";"0";"2020-11-08";89;12;366;100
"71";"0";"2020-11-08";402;40;1290;332
"72";"0";"2020-11-08";174;16;680;121
"73";"0";"2020-11-08";432;43;799;197
"74";"0";"2020-11-08";593;66;1474;285
"75";"0";"2020-11-08";1379;295;8830;2197
"76";"0";"2020-11-08";633;81;1555;363
"77";"0";"2020-11-08";555;114;3766;867
"78";"0";"2020-11-08";696;70;3383;703
"79";"0";"2020-11-08";75;8;121;37
"80";"0";"2020-11-08";209;36;942;287
"81";"0";"2020-11-08";133;18;272;65
"82";"0";"2020-11-08";110;21;200;44
"83";"0";"2020-11-08";435;57;1589;253
"84";"0";"2020-11-08";486;36;759;180
"85";"0";"2020-11-08";87;16;420;54
"86";"0";"2020-11-08";133;12;265;74
"87";"0";"2020-11-08";144;9;267;66
"88";"0";"2020-11-08";151;13;872;294
"89";"0";"2020-11-08";161;18;561;108
"90";"0";"2020-11-08";97;15;653;221
"91";"0";"2020-11-08";646;109;3842;773
"92";"0";"2020-11-08";873;170;6715;1308
"93";"0";"2020-11-08";859;115;5928;1239
"94";"0";"2020-11-08";962;133;6167;1479
"95";"0";"2020-11-08";532;63;3938;927
"971";"0";"2020-11-08";130;16;641;148
"972";"0";"2020-11-08";72;14;240;36
"973";"0";"2020-11-08";18;0;1820;66
"974";"0";"2020-11-08";72;15;521;35
"976";"0";"2020-11-08";13;2;490;32
"01";"0";"2020-11-09";394;33;814;186
"02";"0";"2020-11-09";227;33;1395;339
"03";"0";"2020-11-09";255;27;457;111
"04";"0";"2020-11-09";102;11;241;30
"05";"0";"2020-11-09";168;23;273;46
"06";"0";"2020-11-09";413;73;1608;296
"07";"0";"2020-11-09";227;19;623;184
"08";"0";"2020-11-09";79;13;299;83
"09";"0";"2020-11-09";44;6;77;10
"10";"0";"2020-11-09";112;13;783;165
"11";"0";"2020-11-09";87;7;346;90
"12";"0";"2020-11-09";115;11;266;62
"13";"0";"2020-11-09";1649;303;7603;1129
"14";"0";"2020-11-09";256;52;628;138
"15";"0";"2020-11-09";63;15;122;25
"16";"0";"2020-11-09";36;11;104;20
"17";"0";"2020-11-09";119;19;258;73
"18";"0";"2020-11-09";173;11;330;146
"19";"0";"2020-11-09";86;8;244;64
"21";"0";"2020-11-09";307;62;1238;321
"22";"0";"2020-11-09";86;9;336;59
"23";"0";"2020-11-09";74;14;138;25
"24";"0";"2020-11-09";100;18;156;23
"25";"0";"2020-11-09";165;51;780;167
"26";"0";"2020-11-09";366;51;836;218
"27";"0";"2020-11-09";193;9;477;135
"28";"0";"2020-11-09";227;19;824;174
"29";"0";"2020-11-09";107;29;321;65
"2A";"0";"2020-11-09";57;10;210;62
"2B";"0";"2020-11-09";36;6;173;28
"30";"0";"2020-11-09";350;79;804;192
"31";"0";"2020-11-09";416;95;1702;190
"32";"0";"2020-11-09";32;5;127;41
"33";"0";"2020-11-09";338;76;1811;288
"34";"0";"2020-11-09";439;94;1546;296
"35";"0";"2020-11-09";258;35;881;151
"36";"0";"2020-11-09";47;8;260;87
"37";"0";"2020-11-09";137;34;605;130
"38";"0";"2020-11-09";1006;128;1886;408
"39";"0";"2020-11-09";191;8;497;100
"40";"0";"2020-11-09";54;12;180;31
"41";"0";"2020-11-09";97;9;434;92
"42";"0";"2020-11-09";946;104;1929;513
"43";"0";"2020-11-09";223;18;292;53
"44";"0";"2020-11-09";341;42;1159;252
"45";"0";"2020-11-09";242;66;926;149
"46";"0";"2020-11-09";25;4;93;27
"47";"0";"2020-11-09";69;12;183;28
"48";"0";"2020-11-09";55;5;74;26
"49";"0";"2020-11-09";276;58;1070;227
"50";"0";"2020-11-09";140;15;290;80
"51";"0";"2020-11-09";180;36;1315;316
"52";"0";"2020-11-09";94;5;330;111
"53";"0";"2020-11-09";103;13;342;69
"54";"0";"2020-11-09";285;48;1586;422
"55";"0";"2020-11-09";50;4;570;120
"56";"0";"2020-11-09";184;22;633;136
"57";"0";"2020-11-09";313;51;3004;944
"58";"0";"2020-11-09";81;11;161;37
"59";"0";"2020-11-09";1659;283;4952;1186
"60";"0";"2020-11-09";287;45;1588;488
"61";"0";"2020-11-09";113;11;373;63
"62";"0";"2020-11-09";692;106;2285;498
"63";"0";"2020-11-09";355;43;615;138
"64";"0";"2020-11-09";356;23;509;86
"65";"0";"2020-11-09";133;12;238;47
"66";"0";"2020-11-09";118;24;426;89
"67";"0";"2020-11-09";474;59;3189;771
"68";"0";"2020-11-09";191;34;3425;861
"69";"0";"2020-11-09";1873;278;5644;1119
"70";"0";"2020-11-09";96;14;366;102
"71";"0";"2020-11-09";429;39;1301;345
"72";"0";"2020-11-09";178;17;691;126
"73";"0";"2020-11-09";448;43;817;202
"74";"0";"2020-11-09";618;71;1495;295
"75";"0";"2020-11-09";1383;316;8876;2223
"76";"0";"2020-11-09";640;84;1563;378
"77";"0";"2020-11-09";560;120;3790;880
"78";"0";"2020-11-09";691;71;3408;715
"79";"0";"2020-11-09";71;8;126;40
"80";"0";"2020-11-09";209;37;949;288
"81";"0";"2020-11-09";152;20;278;68
"82";"0";"2020-11-09";115;20;206;46
"83";"0";"2020-11-09";427;58;1621;268
"84";"0";"2020-11-09";486;39;770;191
"85";"0";"2020-11-09";93;18;428;55
"86";"0";"2020-11-09";145;20;271;80
"87";"0";"2020-11-09";146;10;272;72
"88";"0";"2020-11-09";163;14;875;299
"89";"0";"2020-11-09";173;19;569;114
"90";"0";"2020-11-09";127;18;653;225
"91";"0";"2020-11-09";664;106;3850;786
"92";"0";"2020-11-09";878;167;6748;1322
"93";"0";"2020-11-09";841;119;5980;1250
"94";"0";"2020-11-09";955;133;6209;1495
"95";"0";"2020-11-09";544;65;3973;935
"971";"0";"2020-11-09";132;16;639;148
"972";"0";"2020-11-09";78;16;240;37
"973";"0";"2020-11-09";17;0;1826;66
"974";"0";"2020-11-09";81;16;528;35
"976";"0";"2020-11-09";12;2;492;32
"01";"0";"2020-11-10";410;35;854;194
"02";"0";"2020-11-10";224;32;1411;343
"03";"0";"2020-11-10";254;24;469;118
"04";"0";"2020-11-10";117;13;255;31
"05";"0";"2020-11-10";161;20;284;48
"06";"0";"2020-11-10";406;74;1642;312
"07";"0";"2020-11-10";241;16;637;186
"08";"0";"2020-11-10";82;13;299;83
"09";"0";"2020-11-10";45;6;80;10
"10";"0";"2020-11-10";120;11;786;167
"11";"0";"2020-11-10";86;8;354;91
"12";"0";"2020-11-10";131;11;268;62
"13";"0";"2020-11-10";1639;298;7745;1150
"14";"0";"2020-11-10";258;49;648;143
"15";"0";"2020-11-10";56;12;131;25
"16";"0";"2020-11-10";44;10;105;21
"17";"0";"2020-11-10";118;17;263;73
"18";"0";"2020-11-10";177;12;335;147
"19";"0";"2020-11-10";76;8;254;65
"21";"0";"2020-11-10";328;68;1260;324
"22";"0";"2020-11-10";83;11;343;61
"23";"0";"2020-11-10";74;13;143;29
"24";"0";"2020-11-10";101;16;162;23
"25";"0";"2020-11-10";176;50;792;168
"26";"0";"2020-11-10";378;59;857;227
"27";"0";"2020-11-10";195;9;481;138
"28";"0";"2020-11-10";230;20;834;177
"29";"0";"2020-11-10";113;32;332;65
"2A";"0";"2020-11-10";49;9;218;64
"2B";"0";"2020-11-10";36;7;174;29
"30";"0";"2020-11-10";354;81;830;194
"31";"0";"2020-11-10";405;94;1737;193
"32";"0";"2020-11-10";34;6;129;41
"33";"0";"2020-11-10";349;86;1839;293
"34";"0";"2020-11-10";461;96;1578;303
"35";"0";"2020-11-10";279;37;904;153
"36";"0";"2020-11-10";48;8;263;89
"37";"0";"2020-11-10";150;35;615;131
"38";"0";"2020-11-10";1055;130;1976;425
"39";"0";"2020-11-10";180;7;517;108
"40";"0";"2020-11-10";63;11;185;33
"41";"0";"2020-11-10";100;9;442;95
"42";"0";"2020-11-10";948;100;1960;524
"43";"0";"2020-11-10";221;17;301;57
"44";"0";"2020-11-10";356;46;1173;258
"45";"0";"2020-11-10";247;60;936;152
"46";"0";"2020-11-10";23;3;96;27
"47";"0";"2020-11-10";75;13;187;28
"48";"0";"2020-11-10";54;7;79;26
"49";"0";"2020-11-10";273;63;1097;234
"50";"0";"2020-11-10";140;14;299;86
"51";"0";"2020-11-10";186;40;1331;317
"52";"0";"2020-11-10";97;5;337;113
"53";"0";"2020-11-10";110;14;349;70
"54";"0";"2020-11-10";310;55;1599;427
"55";"0";"2020-11-10";54;4;575;121
"56";"0";"2020-11-10";191;29;644;138
"57";"0";"2020-11-10";355;55;3039;952
"58";"0";"2020-11-10";84;11;163;38
"59";"0";"2020-11-10";1663;287;5065;1205
"60";"0";"2020-11-10";300;44;1613;492
"61";"0";"2020-11-10";116;11;377;63
"62";"0";"2020-11-10";697;105;2326;505
"63";"0";"2020-11-10";368;42;638;143
"64";"0";"2020-11-10";362;23;531;90
"65";"0";"2020-11-10";143;14;244;47
"66";"0";"2020-11-10";116;21;439;90
"67";"0";"2020-11-10";474;66;3223;775
"68";"0";"2020-11-10";204;31;3445;864
"69";"0";"2020-11-10";1847;269;5781;1150
"70";"0";"2020-11-10";104;15;372;102
"71";"0";"2020-11-10";446;37;1334;353
"72";"0";"2020-11-10";184;22;700;126
"73";"0";"2020-11-10";429;44;857;217
"74";"0";"2020-11-10";600;73;1558;306
"75";"0";"2020-11-10";1344;312;9004;2245
"76";"0";"2020-11-10";643;85;1589;385
"77";"0";"2020-11-10";556;120;3832;890
"78";"0";"2020-11-10";692;79;3443;730
"79";"0";"2020-11-10";72;7;129;42
"80";"0";"2020-11-10";204;33;965;294
"81";"0";"2020-11-10";150;25;288;69
"82";"0";"2020-11-10";104;18;217;49
"83";"0";"2020-11-10";432;62;1658;275
"84";"0";"2020-11-10";476;38;802;205
"85";"0";"2020-11-10";98;17;435;55
"86";"0";"2020-11-10";148;19;270;82
"87";"0";"2020-11-10";155;10;277;77
"88";"0";"2020-11-10";185;15;884;301
"89";"0";"2020-11-10";178;18;577;115
"90";"0";"2020-11-10";133;21;666;228
"91";"0";"2020-11-10";676;113;3898;793
"92";"0";"2020-11-10";886;171;6811;1332
"93";"0";"2020-11-10";842;114;6041;1263
"94";"0";"2020-11-10";959;138;6260;1503
"95";"0";"2020-11-10";568;68;4004;937
"971";"0";"2020-11-10";132;15;643;151
"972";"0";"2020-11-10";78;16;242;37
"973";"0";"2020-11-10";16;0;1829;66
"974";"0";"2020-11-10";75;16;533;36
"976";"0";"2020-11-10";12;3;493;32
"01";"0";"2020-11-11";425;37;864;194
"02";"0";"2020-11-11";232;31;1420;344
"03";"0";"2020-11-11";246;22;501;122
"04";"0";"2020-11-11";120;13;260;34
"05";"0";"2020-11-11";166;21;291;50
"06";"0";"2020-11-11";399;71;1658;323
"07";"0";"2020-11-11";247;18;657;187
"08";"0";"2020-11-11";78;10;315;85
"09";"0";"2020-11-11";49;5;83;10
"10";"0";"2020-11-11";120;12;798;170
"11";"0";"2020-11-11";89;9;359;92
"12";"0";"2020-11-11";132;11;274;64
"13";"0";"2020-11-11";1632;304;7832;1169
"14";"0";"2020-11-11";273;49;654;148
"15";"0";"2020-11-11";58;12;134;25
"16";"0";"2020-11-11";47;10;106;22
"17";"0";"2020-11-11";121;18;275;74
"18";"0";"2020-11-11";184;12;341;148
"19";"0";"2020-11-11";76;6;257;65
"21";"0";"2020-11-11";355;69;1281;329
"22";"0";"2020-11-11";84;11;346;61
"23";"0";"2020-11-11";84;15;144;30
"24";"0";"2020-11-11";110;16;164;23
"25";"0";"2020-11-11";172;46;820;171
"26";"0";"2020-11-11";388;64;877;229
"27";"0";"2020-11-11";197;10;494;138
"28";"0";"2020-11-11";240;22;843;178
"29";"0";"2020-11-11";122;36;341;66
"2A";"0";"2020-11-11";49;9;218;64
"2B";"0";"2020-11-11";35;6;177;29
"30";"0";"2020-11-11";356;79;846;197
"31";"0";"2020-11-11";414;93;1763;199
"32";"0";"2020-11-11";33;6;129;42
"33";"0";"2020-11-11";339;91;1871;294
"34";"0";"2020-11-11";463;90;1614;306
"35";"0";"2020-11-11";285;38;917;156
"36";"0";"2020-11-11";51;7;269;90
"37";"0";"2020-11-11";150;35;615;131
"38";"0";"2020-11-11";1063;131;2054;441
"39";"0";"2020-11-11";169;8;536;108
